,business_id,categories,city,latitude,longitude,name,review_count,stars
173,vSB8Yrz0KslzqnlPEBfqNA,"[Restaurants, Taiwanese, Chinese]",Charlotte,35.1069699,-80.806871,Tomi Chinese Restaurant,9,4.0
174,uBs1-3FNDhKN-BBP27erFw,"[Restaurants, Chinese]",Charlotte,35.2283649,-80.842652,Rice Inc - Chinese Cuisine,5,2.0
175,QnJmteSnJgEc7PfJ45imOg,"[Chinese, Restaurants]",Charlotte,35.212433,-80.7836839,Little China Restaurant,6,2.0
176,LLGGe9k7NTVy1Z2wH1_Uew,"[Chinese, Restaurants]",Pittsburgh,40.4394727,-79.9582437,Tong's Cuisine,28,3.5
177,BsLyCu_lkEdkG42qmvZlnQ,"[Chinese, Restaurants, Asian Fusion, Sushi Bars, Pan Asian]",Pittsburgh,40.4595304893,-79.9255426413,Plum Pan Asian Kitchen,154,3.5
178,ImpLykh7PV5I5Oabe3_NSw,"[Fast Food, Chinese, Restaurants]",Charlotte,35.171028,-80.849435,Lai Lai Express,23,3.5
179,o2UAUbXSNRrqleXtSMLniA,"[Chinese, Restaurants]",Pittsburgh,40.4665086,-79.9539413,Forever Rosemary,3,2.5
180,dyaSQBKagPYylOJxsU8CMA,"[Restaurants, Chinese]",Pittsburgh,40.4571291,-79.9334864,Jimmy Tsang's Chinese Restaurant,11,3.0
181,LbeJgPgKKHw5qH0f02NHEQ,"[Chinese, Restaurants]",Pittsburgh,40.4371064013,-79.9973292903,Chinatown Inn,94,4.0
182,ZhdbnIScQfeYh9upMbK0lQ,"[Chinese, Restaurants]",Charlotte,35.270702,-80.937229,Wok Bo Chinese Restaurant,9,1.5
183,aqszoKRB4Ol9bpemt0_-GQ,"[Asian Fusion, Chinese, Restaurants]",Charlotte,35.2274789984,-80.8404318988,Soho Bistro,119,3.5
184,g-ftCJsLjDZgYzrjUf7gng,"[Chinese, Restaurants]",Charlotte,35.191136,-80.797266,Hunan Express Chinese Restaurant,9,3.5
185,VCqlP9aEIFe7vfgXWpZs3g,"[Chinese, Restaurants]",Charlotte,35.2400238,-80.8980594,Cottage 2,9,2.5
186,mQCT1psNh2pJT38ohSQDHA,"[Chinese, Japanese, Restaurants, Sushi Bars]",Charlotte,35.1161412619,-80.9587213397,Japan 49,21,4.0
187,o5rtJcyJ6xje1PFj_rhRTA,"[Restaurants, Chinese]",Pittsburgh,40.4306144,-80.0075896,Golden Palace Chinese Restaurant,9,2.0
188,xgZMO4BHn1TCn7hZ62SaiA,"[Restaurants, Chinese]",Charlotte,35.215975,-80.828428,Fortune Cookie,36,3.5
189,u-urH3ZDub-EkXe4frPkaQ,"[Restaurants, Chinese]",Charlotte,35.3061142,-80.8601376,Tung's Chinese Restaurant,4,1.0
190,67IWr5jwskv0-RwWAhkTaA,"[Restaurants, Chinese, American (Traditional), Italian, Noodles, Thai, Comfort Food, Asian Fusion]",Charlotte,35.0984229,-80.780416,Noodles & Company,19,3.0
191,ryCpLx4jaTkkkaGXg5jvBQ,"[Restaurants, Chinese]",Charlotte,35.1280702,-80.8748682,Cherry House II,30,2.5
192,AYr2URtjoQ8Toh8_Jr4G6A,"[Restaurants, Bubble Tea, Food, Chinese, Taiwanese]",Pittsburgh,40.444838,-79.9488538,Rose Tea Cafe,51,2.5
193,X4YG1pu1MDVSi07S3i4YCA,"[Burmese, Restaurants, Chinese]",Pittsburgh,40.4333064,-79.9231271,Zaw's Asian Foods,53,4.0
194,YufWhkZQPC6As55MuXTU8g,"[Restaurants, Chinese]",Pittsburgh,40.405382,-79.9909347,No. 1 Kitchen,4,3.0
195,i17-RGooGWIad0y5YtaBtQ,"[Chinese, Restaurants]",Pittsburgh,40.462831,-79.9516804,China House,20,4.0
196,u7fc6_zgJEnEq3rEkC1gBg,"[Chinese, Restaurants]",Pittsburgh,40.4341822,-79.9230114,Chop Sticks,4,3.0
197,eC-duRpbiVsCD14oGYiDOA,"[Japanese, Chinese, Thai, Sushi Bars, Restaurants, Asian Fusion]",Pittsburgh,40.4718139,-79.9598553,Restaurant Hana,20,4.0
198,TcGmeeNvbcvnQVmVmlWxlA,"[Chinese, Restaurants, Fast Food]",Charlotte,35.3503227234,-80.8428878784,China Go Go,8,3.0
199,xUsLyzWQId6nXwNDVq08qQ,"[Chinese, Restaurants]",Pittsburgh,40.368626,-79.983,Lotus Garden,5,3.5
200,dWB0HT1nXQ2N8n3bvPKJuQ,"[Sushi Bars, Chinese, Restaurants]",Pittsburgh,40.3527436,-80.051873,John's Chinese & Sushi Restaurant,30,4.0
201,BZ8nUf9R4sa1S-9sU6AjRg,"[Chinese, Restaurants]",Charlotte,35.1033211,-80.9908799,China Town,13,3.5
202,o8nauTizH7H_GEAeV6HfMg,"[Chinese, Indian, Restaurants]",Charlotte,35.042024,-80.862628,Hyderabadi Biryani House,80,3.5
203,NG5qynmV0kzxQMFJG7mhEw,"[Chinese, Restaurants]",Pittsburgh,40.4967498,-79.9436563,Hong Kong Taste,10,2.5
204,vgc-XO64Uw7otc3sxmns1A,"[Sushi Bars, Japanese, Thai, Chinese, Restaurants]",Charlotte,35.0683792,-80.8422187,Tsuki House Japanese Steak House and Sushi Bar,62,3.5
205,MBirSnTW4pt2k7Ny6KC72w,"[Szechuan, Chinese, Restaurants]",Pittsburgh,40.4417932,-79.9571431,Szechuan Express,57,3.0
206,QmNrHxN7UahtdliH_kAuUg,"[Chinese, Restaurants, Cantonese]",Pittsburgh,40.4324863,-79.9228558,Ka Mei,65,3.5
207,EbgUkmDxPUa2fr0rc8EFJQ,"[Asian Fusion, Restaurants, Gluten-Free, Chinese]",Charlotte,35.146916,-80.827256,P F Chang's,133,3.0
208,74wRr6PP6lbaL1YzUcYGAA,"[Restaurants, Buffets, Chinese]",Pittsburgh,40.4408628,-79.9581821,Golden Palace Buffet,33,3.0
209,bCa0CY4F74N5lCEVOquKkg,"[Salad, Food, Asian Fusion, Restaurants, Nightlife, Dim Sum, Chinese, Sandwiches, Noodles, Bars]",Pittsburgh,40.442035,-80.002556,G & G Noodle Bar,280,4.0
210,K6AKMjAdCSe8xllsbyeL9Q,"[Bubble Tea, Food, Tea Rooms, Chinese, Restaurants, Fast Food]",Pittsburgh,40.4427240454,-79.9528134937,Asia Tea House,33,3.0
211,odfX0wO7fOyqa8oobxh96w,"[Restaurants, Chinese]",Pittsburgh,40.4428479,-80.0031124,Fu Lai Chinese Restaurant,29,2.5
212,WLCdg4ib7-_7b8epoXRjAw,"[Restaurants, Chinese]",Charlotte,35.2123711,-80.8171636,Ho Ho Cherry House,88,3.5
213,j3SHAiF8OIlY3kUPnAAlKw,"[Chinese, Restaurants]",Charlotte,35.341155,-80.764657,House of Leng,63,3.5
214,R8U89M5NjaL9wf-6k4H1xQ,"[Chinese, Restaurants]",Charlotte,35.0531218,-80.84715,Chef Kwo,29,3.5
215,p2X4WdGMsi26t_6hN3Hz4w,"[Asian Fusion, Chinese, Vietnamese, Soup, Restaurants]",Pittsburgh,40.3957392,-80.0348476,Mekong Restaurant,50,3.5
216,7LlND5b0bjWylNBNQ-oZMA,"[Restaurants, Chinese]",Pittsburgh,40.38892,-80.049921,Green Garden,15,3.0
217,On5sceeptZSlLeGWDDGiwQ,"[Restaurants, Chinese]",Charlotte,35.2120931,-80.8337738,Emperor Chinese Restaurant,22,2.0
218,WCkh_ZcsWKU1wx4bqyU9KA,"[Taiwanese, Chinese, Restaurants]",Charlotte,35.0929369,-80.8592044,Taipei South,65,4.0
219,1MrJJ9tyNyfFrxaNZ67xFg,"[Restaurants, Chinese, Sushi Bars, Steakhouses, Japanese]",Pittsburgh,40.3591070736,-80.0020897818,Silk Road,85,4.0
220,wNgzPOtnHE1prmh3bzWR1g,"[Restaurants, Chinese]",Charlotte,35.3432482,-80.7690779,The Golden Coast II,10,2.5
221,KF1ngA96RBiRM5h8V7IQ2g,"[Food, Restaurants, Taiwanese, Chinese, Ice Cream & Frozen Yogurt]",Pittsburgh,40.4381461,-79.9223846,Cool Ice Taipei Kitchen,30,4.0
222,mqiHZYNXnMLaEK87JZOzmA,"[Restaurants, Chinese]",Pittsburgh,40.458497,-79.9246661,Tasty Chinese Restaurant,24,3.0
223,x0nPQOsfh_fy43-M-iCbRA,"[Restaurants, Chinese]",Charlotte,35.137593,-80.73942,Chin Chin,4,3.0
224,VUDwlypqw1-DTK_lfEP4jg,"[Buffets, Restaurants, Chinese]",Pittsburgh,40.441887,-80.07068,Panda,5,2.5
225,S6dARuOrrOXd4xSiTHti8g,"[Seafood, Soup, Restaurants, Chinese]",Pittsburgh,40.4295421035,-79.9223725553,Chengdu Gourmet,59,3.5
226,KxqAQ-CJcAPDTJbrnQUTfg,"[Restaurants, Chinese]",Charlotte,35.2328099009,-80.849314828,Great Wok,51,2.5
227,jhP9rUsV-KvgHu1n--7Q3w,"[Chinese, Restaurants]",Pittsburgh,40.5482139,-80.0355079,Khoo's Garden,16,3.5
228,ShnXvNkJKsDIQaGJeM0L6w,"[Restaurants, Specialty Food, Meat Shops, Barbeque, Chinese, Food]",Charlotte,35.2561847,-80.7911787,Hong Kong BBQ,7,4.0
229,y52rX6iyCjLTWxDjZq405g,"[Chinese, Restaurants]",Charlotte,35.2523791,-80.6574252,China Garden,10,3.5
230,Mge4KiFP09sWeKpbM6J65w,"[Restaurants, Chinese]",Pittsburgh,40.4488823,-79.9873238,Little Shanghai,7,4.5
231,5E37qENVklkwAMHmIwc_IA,"[Restaurants, Chinese]",Pittsburgh,40.3684469,-80.0130696,China Village,5,4.5
232,eW6HLU-M3xJOpGyKLrWxUg,"[Chinese, Restaurants, Thai]",Pittsburgh,40.3689607,-80.033156,Asian Cafe,14,3.5
233,8GC_bLQu_ui9a_Wtb335Jw,"[Chinese, Restaurants]",Charlotte,35.2644481,-80.8558779,Tops China Restaurant,3,3.5
234,afdthOntL8hfhomIFX-NWg,"[Sushi Bars, Chinese, Diners, Restaurants]",Pittsburgh,40.478345,-79.955425,Zen Asian Diner,63,3.0
235,odtLH4HI7i0TSbybja6qrQ,"[Chinese, Restaurants]",Charlotte,35.201622,-80.736859,Chin Chin,17,3.0
236,Q9veWOu7mFj881o3nqB4bQ,"[Seafood, Restaurants, Chinese, Soup, Sushi Bars, Hot Pot, Japanese, Asian Fusion]",Pittsburgh,40.4412353,-79.9581511,Top Shabu-Shabu & Lounge,60,3.5
237,qAzOcHnWerREl678su-p0A,"[Chinese, Restaurants, Japanese]",Pittsburgh,40.359115,-80.029173,Asian Garden,13,2.5
238,5wr_UtUUdF8L2UlaD1DhNQ,"[Chinese, Restaurants]",Pittsburgh,40.510544,-79.993672,Rice King,12,4.0
239,JJi7c7uiTzCqeWNTsldgXQ,"[Sushi Bars, Chinese, Restaurants]",Pittsburgh,40.3918384617,-80.0670470873,Red Tea House,48,4.0
240,oaTbZh8B-IVFEwbzJcIOBg,"[Japanese, Chinese, Restaurants, Sushi Bars, Asian Fusion]",Pittsburgh,40.4619795636,-79.704999769,Azan Wok,22,3.5
241,DwmAsemahJywywhuqv5J1Q,"[Szechuan, Chinese, Restaurants]",Pittsburgh,40.4389524203,-79.9551590459,Sichuan Gourmet,77,4.0
242,9BBWtaSvsootDkKTVBgv_A,"[Chinese, Japanese, Buffets, Restaurants, Asian Fusion]",Charlotte,35.129892,-80.944694,Jasmine Buffet,90,3.5
243,klQnFvxN7stIgYAvRylY0Q,"[Mongolian, Restaurants, Chinese]",Charlotte,35.2205241,-80.944528,Genghis Grill,71,2.5
244,BaHMCHFuuVpVUV_wOInnOA,"[Chinese, Restaurants]",Charlotte,35.042005026,-80.8624327183,Bamboo 7 Asian Cuisine,40,3.5
245,DId2r0a4C2ixCbuLApxx8g,"[Restaurants, Chinese]",Pittsburgh,40.4341822,-79.9230114,Chopstix,3,1.5
246,3PsmvwxetLz1Tzb-6mNhgA,"[Asian Fusion, Gluten-Free, Chinese, Restaurants]",Charlotte,35.3487926305,-80.8532595634,P.F. Chang's,150,3.5
247,3f2dKT9PgLipoNi6vebnDQ,"[Chinese, Restaurants]",Charlotte,35.2094516,-80.8355389,Fortune Cookie,15,2.5
248,QiZCMGZEwVtg1ybOKybLhQ,"[Chinese, Restaurants, Vietnamese, Japanese]",Pittsburgh,40.451222,-79.9515915,Kanda House,7,2.5
249,izOvku5li7kyzY76UzLP2g,"[Restaurants, Chinese]",Pittsburgh,40.4225729,-79.9285794,Yen's Gourmet,3,2.0
250,F1vdFYr7P4Xb3uAQ2AYgzQ,"[Dim Sum, Restaurants, Chinese, Asian Fusion]",Pittsburgh,40.5614199,-80.0245728,Empire Palace Asian Restaurant and Bar,48,3.5
251,5G0cEcOxAwoPOhGV_B5VlA,"[Restaurants, Chinese]",Charlotte,35.2029012,-80.7531859,China Jade,8,2.5
252,Dz4Y964X4ZJvydJPXPBmrg,"[Traditional Chinese Medicine, Health & Medical, Acupuncture]",Charlotte,35.239748,-80.845689,Charlotte Community Acupuncture,5,4.0
253,OHuo-yqHdtJMAnkNLyp34g,"[Restaurants, Chinese]",Pittsburgh,40.4665719645,-79.9538432776,Green Bamboo,6,4.0
254,IDW4QFw-fN_wk81G9OV-Mg,"[Gluten-Free, Fast Food, Asian Fusion, Restaurants, Italian, Salad, Food, Chinese, Noodles, Desserts, American (Traditional)]",Charlotte,35.213744,-80.8262381,Nothing But Noodles,62,4.0
255,so5zDDBvYTMjqpd0Tb8yqw,"[Thai, Chinese, Restaurants]",Charlotte,35.029324,-80.850153,Amazing Wok,22,3.5
256,YWm5z2mu-C-pUuL86fcFxQ,"[Restaurants, Chinese]",Charlotte,35.140593,-80.7376132,Best Wok,42,4.5
257,nVqOTTfDiu12xsQtFTO7_w,"[Restaurants, Food, Chinese, Convenience Stores]",Pittsburgh,40.4665129,-79.9538992,Green Bamboo,9,2.5
258,chBeDQdaZgrb8iOzqgeCDA,"[Restaurants, Chinese]",Charlotte,35.3121668,-80.7450891,China Palace,56,4.0
259,ZWbJlxV7sdxBBgyw_-4vVg,"[Chinese, Restaurants]",Pittsburgh,40.3850883,-79.9784211,Bai Ling Chinese Restaurant,5,5.0
260,XKOAi4J47i-YEhhHfKkPRQ,"[Restaurants, Chinese]",Pittsburgh,40.5109999,-79.9462827,China Garden,7,2.5
261,L8DX7Jxt5r6lS68AOG43hg,"[Chinese, Fast Food, Restaurants]",Charlotte,35.1681813,-80.8755221,Panda Express,23,3.0
262,tVzPchjHbqWjn8ng7giMiQ,"[Restaurants, Chinese]",Charlotte,35.2094947,-80.8355125,Wok Express Chinese Food,7,3.5
263,5jSwodZ2cLIgD0SLGXYbeg,"[Asian Fusion, Chinese, Restaurants]",Pittsburgh,40.430191,-79.8068118,City Buffet & Hibachi Grill,10,2.0
264,Oj_74Fa-VtFHXYTOWHMlsA,"[Restaurants, Chinese]",Pittsburgh,40.4783789,-79.9555457,Lucky Dragon Chinese Restaurant,8,3.0
265,7aZf5c1UNotq4MabBXMZLA,"[Chinese, Restaurants, Szechuan]",Pittsburgh,40.4358112,-79.923142,Sichuan Gourmet,204,4.0
266,Lw2vlPixPe72lDp9Cx6GoA,"[Chinese, Restaurants]",Pittsburgh,40.37317,-79.97514,Wang's Kitchen,26,4.0
267,Z-6QSR2lC-opp9l6HLYG_w,"[Chinese, Restaurants]",Pittsburgh,40.3518929,-80.050278,Lucky Chinese Express,3,3.0
268,vmaZcAK858vwIxEHz3JOXw,"[Chinese, Restaurants, Seafood]",Charlotte,35.2215815,-80.723541,Cottage Express,10,3.0
269,I_vzg2V92U7wdD61tvGtpg,"[Chinese, Restaurants]",Pittsburgh,40.391756,-80.017768,The Tong Garden,12,4.0
270,f2FfutZhb4F-m1Ob0EdYaw,"[Restaurants, Caterers, Event Planning & Services, Vegetarian, Food, Food Delivery Services, Chinese, Asian Fusion, Fast Food]",Pittsburgh,40.450866,-79.933919,China Palace,91,3.0
271,zXJilaBN28oUdX7Owf0fRA,"[Sushi Bars, Restaurants, Chinese, Japanese]",Pittsburgh,40.437766,-79.9196769,Sakura Teppanyaki & Sushi,89,3.0
272,ud45YT67UCbtNfRxNeR2Yg,"[Buffets, Restaurants, Chinese]",Charlotte,35.177329,-80.876766,Dragon House Chinese Buffet,33,3.0
